3COか。内訳は真狼狂かな。	[Skip]
3人も占い師CO！？ボクの考えだと占い師の中に人狼がいるね。	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はAgent[01]に黒を、Agent[01]はボクに白を出したよね。	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はAgent[01]に黒を、Agent[01]はボクに黒を出したよね。	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はボクに白を、Agent[01]はAgent[01]に黒を出したよね。	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はボクに黒を、Agent[01]はAgent[01]に黒を出したよね。	[Skip]
>>Agent[01] Agent[01]、おまえが人狼なのか！？	[Skip]
>>Agent[01] Agent[01]、おまえは狂人なのか！？	[Skip]
>>Agent[01] Agent[01]、おまえは誰が人狼だと思う？	[Skip]
>>Agent[01] Agent[01]、オレが占い師だ！　おまえが人狼なのか！？	[Skip]
>>Agent[01] Agent[01]、オレが占い師だ！　おまえは狂人なのか！？	[Skip]
>>Agent[01] Agent[01]、オレはAgent[01]が怪しいと思うぜ。	[Skip]
>>Agent[01] Agent[01]、オレはおまえが怪しいと思うぜ。	[Skip]
>>Agent[01] Agent[01]、オレは人狼じゃないぜ。	[Skip]
>>Agent[01] Agent[01]、オレは狂人じゃないぜ。	[Skip]
>>Agent[01] Agent[01]が偽占い師なので、Agent[01]は人狼だと思います。	[Skip]
>>Agent[01] Agent[01]が偽占い師なので、Agent[01]は人狼だと思いますぜ。	[Skip]
>>Agent[01] Agent[01]が偽占い師なので、Agent[01]は人狼だと思いますね。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思います。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますぜ。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますぜ。Agent[01]に投票しますぜ。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますね。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますわ。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は村人だと思います。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は村人だと思いますぜ。	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は村人だと思いますね。	[Skip]
>>Agent[01] Agent[01]が私を占った理由が知りたいな。	[Skip]
>>Agent[01] Agent[01]さん、あたしが占い師だわ！　あなたが人狼なの！？	[Skip]
>>Agent[01] Agent[01]さん、あたしが占い師だわ！　あなたは人狼なの！？	[Skip]
>>Agent[01] Agent[01]さん、あたしが占い師だわ！　あなたは狂人なの！？	[Skip]
>>Agent[01] Agent[01]さん、あたしはAgent[01]さんが怪しいと思うわ。	[Skip]
>>Agent[01] Agent[01]さん、あたしはあなたが怪しいと思うわ。	[Skip]
>>Agent[01] Agent[01]さん、あたしは人狼じゃないわ。	[Skip]
>>Agent[01] Agent[01]さん、あたしは狂人じゃないわ。	[Skip]
>>Agent[01] Agent[01]さん、あなたが人狼なの！？	[Skip]
>>Agent[01] Agent[01]さん、あなたは狂人なのですか！？	[Skip]
>>Agent[01] Agent[01]さん、あなたは狂人なの！？	[Skip]
>>Agent[01] Agent[01]さん、あなたは誰が人狼だと思いますか？	[Skip]
>>Agent[01] Agent[01]さん、きみが人狼なんですか！？	[Skip]
>>Agent[01] Agent[01]さん、きみは狂人なんですか！？	[Skip]
>>Agent[01] Agent[01]さん、きみは誰が人狼だと思いますか？	[Skip]
>>Agent[01] Agent[01]さん、その質問はちょっとわからないわ。	[Skip]
>>Agent[01] Agent[01]さん、ぼくが占い師だよ！　キミが人狼なの！？	[Skip]
>>Agent[01] Agent[01]さん、ぼくが占い師だよ！　キミは人狼なの！？	[Skip]
>>Agent[01] Agent[01]さん、ぼくが占い師だよ！　キミは狂人なの！？	[Skip]
>>Agent[01] Agent[01]さん、ぼくはAgent[01]さんが怪しいと思うよ。	[Skip]
>>Agent[01] Agent[01]さん、ぼくはキミが怪しいと思うよ。	[Skip]
>>Agent[01] Agent[01]さん、ぼくは人狼じゃないよ。	[Skip]
>>Agent[01] Agent[01]さん、ぼくは狂人じゃないよ。	[Skip]
>>Agent[01] Agent[01]さん、わたしが占い師です！　あなたが人狼なのですか！？	[Skip]
>>Agent[01] Agent[01]さん、わたしが占い師です！　あなたは人狼なのですか！？	[Skip]
>>Agent[01] Agent[01]さん、わたしが占い師です！　あなたは狂人なのですか！？	[Skip]
>>Agent[01] Agent[01]さん、わたしはAgent[01]さんが怪しいと思うわ。	[Skip]
>>Agent[01] Agent[01]さん、わたしはあなたが怪しいと思うわ。	[Skip]
>>Agent[01] Agent[01]さん、わたしは人狼じゃないわ。	[Skip]
>>Agent[01] Agent[01]さん、わたしは狂人じゃないわ。	[Skip]
>>Agent[01] Agent[01]さん、キミが人狼なの！？	[Skip]
>>Agent[01] Agent[01]さん、キミは狂人なの！？	[Skip]
>>Agent[01] Agent[01]さん、キミは誰が人狼だと思いますか？	[Skip]
>>Agent[01] Agent[01]さん、僕が占い師です！　きみが人狼なんですか！？	[Skip]
>>Agent[01] Agent[01]さん、僕が占い師です！　きみは人狼なんですか！？	[Skip]
>>Agent[01] Agent[01]さん、僕が占い師です！　きみは狂人なんですか！？	[Skip]
>>Agent[01] Agent[01]さん、僕はAgent[01]さんが怪しいと思うよ。	[Skip]
>>Agent[01] Agent[01]さん、僕はきみが怪しいと思うよ。	[Skip]
>>Agent[01] Agent[01]さん、僕は人狼じゃないよ。	[Skip]
>>Agent[01] Agent[01]さん、僕は狂人じゃないよ。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に人狼判定を非占いに出していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占いに誘導していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占いに誘導している為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、2日目に人外CO者に誘導していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、2日目に誘導が少ない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、人外CO者に誘導していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、人狼判定を占いに出していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、人狼判定を非占いに出している為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、占いに誘導している為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、誘導が少ない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されていて、非占いに投票していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に占い師に人狼判定を出されている為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に非占いに投票していない為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、1日目に非占いに投票している為です。	[Skip]
>>Agent[01] Agent[01]さんは他のエージェントと違い、2日目に人外CO者に誘導している為です。	[Skip]
>>Agent[01] Agent[01]はどうして私を占ったんだい？	[Skip]
>>Agent[01] Agent[01]はなぜ私を占ったんだ？他にも怪しい人はたくさんいるだろう。	[Skip]
>>Agent[01] Agent[01]は人間だよ？ボクを信じてないの？	[Skip]
>>Agent[01] Agent[01]は誰が人狼だと思いますん?	[Skip]
>>Agent[01] Agent[01]は誰に投票しますん？	[Skip]
>>Agent[01] Agent[01]を狂人だと思うの？んーどうだろう。	[Skip]
>>Agent[01] あなたは誰が怪しいと思うんだ?	[Skip]
>>Agent[01] あなたは誰が村人だと思うんだ?	[Skip]
>>Agent[01] あなたは誰に投票するんだ?	[Skip]
>>Agent[01] あなた様が占い師COしたので、Agent[01]は人狼だと思いますわ。	[Skip]
>>Agent[01] あなた様は誰が怪しいと思いますの?	[Skip]
>>Agent[01] あなた様は誰に投票いたしますか?	[Skip]
>>Agent[01] あんたが占い師COしたので、Agent[01]は人狼だと思います。	[Skip]
>>Agent[01] あんたは誰が怪しいと思うんだい?	[Skip]
>>Agent[01] あんたは誰が村人だと思うんだい?	[Skip]
>>Agent[01] あんたは誰に投票するんだ?	[Skip]
>>Agent[01] いい考えだね。	[Skip]
>>Agent[01] いやいや、Agent[01] は人狼だって。	[Skip]
>>Agent[01] お前が占い師COしたので、Agent[01]は村人だと思いますぜ。	[Skip]
>>Agent[01] お前は誰が怪しいと思いますかい?	[Skip]
>>Agent[01] お前は誰が村人だと思いますかい?	[Skip]
>>Agent[01] お前は誰に投票しますかい?	[Skip]
>>Agent[01] そうそう、Agent[01] は人狼なのさ。	[Skip]
>>Agent[01] それはちょっと待ったほうが良いと思うよ。	[Skip]
>>Agent[01] だよね！ぼくもAgent[01]に投票するよ。	[Skip]
>>Agent[01] どうしてAgent[01]が怪しいのかしら?	[Skip]
>>Agent[01] どうしてAgent[01]が怪しいのかな?	[Skip]
>>Agent[01] どうしてAgent[01]が怪しいのかねえ?	[Skip]
>>Agent[01] どうしてAgent[01]が怪しいのさ?	[Skip]
>>Agent[01] どうしてAgent[01]が怪しいのだ?	[Skip]
>>Agent[01] どうしてあたいが怪しいのかねえ?	[Skip]
>>Agent[01] どうしてわたくしが怪しいのかしら?	[Skip]
>>Agent[01] どうして俺が怪しいのだ?	[Skip]
>>Agent[01] どうして僕が怪しいのさ?	[Skip]
>>Agent[01] どうして私が怪しいのかな?	[Skip]
>>Agent[01] ひどいよ！ボクは人間なのに。	[Skip]
>>Agent[01] ぼくもAgent[01]に投票しようと思ってた！	[Skip]
>>Agent[01] ぼくもAgent[01]に投票するつもりだよ。	[Skip]
>>Agent[01] まだはっきりした理由はありません。	[Skip]
>>Agent[01] まだはっきりした理由はありませんがね。	[Skip]
>>Agent[01] まだはっきりした理由はありませんよ。	[Skip]
>>Agent[01] やっぱりAgent[01]に投票するべきかな？	[Skip]
>>Agent[01] やっぱり投票するならAgent[01]だよね。	[Skip]
>>Agent[01] ボクは狂人じゃないよ。真面目な村人の1人だよ。	[Skip]
>>Agent[01] ボクを疑うの？ボクは人間だよ！	[Skip]
>>Agent[01] 俺がAgent[01]を人狼だと言ったので、Agent[01]は狂人だと思いますぜ。	[Skip]
>>Agent[01] 僕がAgent[01]を白出ししたので、Agent[01]は人狼だと思いますね。	[Skip]
>>Agent[01] 君は誰が怪しいと思うの?	[Skip]
>>Agent[01] 君は誰が村人だと思うの?	[Skip]
>>Agent[01] 君は誰に投票するの?	[Skip]
>>Agent[01] 村人じゃなくて、人狼なんだって。	[Skip]
>>Agent[01] 気になる店があるんだ。今度行かないか？	[Skip]
>>Agent[01] 私がAgent[01]を白出ししたので、Agent[01]は村人だと思いますね。	[Skip]
>>Agent[01] 私が君を白出ししたので、Agent[01]は人狼だと思いますね。	[Skip]
>>Agent[01] 私は人外ではありません。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に人外CO者に誘導していない為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に人外CO者に誘導している為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に人狼判定を占いに出していない為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に人狼判定を非占いに出している為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に占いに誘導していない為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に占いに誘導している為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に誘導が少ない為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に非占いに投票していない為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、1日目に非占いに投票している為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、2日目に人外CO者に誘導していない為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、2日目に人外CO者に誘導している為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、2日目に誘導が多い為です。	[Skip]
>>Agent[01] 私は人外ではありません。何故ならば、2日目に誘導が少ない為です。	[Skip]
>>Agent[01] 私は反対だよ。	[Skip]
>>Agent[01] 私は狼じゃないぞ。もしかして君は狂人か？	[Skip]
>>Agent[01] 考えておくよ。	[Skip]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君は誰に投票する？	[Skip]
>>Agent[01] 誰が村人だと思いますかい?	[Skip]
>>Agent[01] 誰が村人だと思いますの?	[Skip]
>>Agent[01] 誰が村人だと思うの?	[Skip]
>>Agent[01] 誰が村人だと思うんだ?	[Skip]
>>Agent[01] 誰が村人だと思うんだい?	[Skip]
>>Agent[01] 誰に投票いたしますか?	[Skip]
>>Agent[01] 誰に投票しますかい?	[Skip]
>>Agent[01] 誰に投票するの?	[Skip]
>>Agent[01] 貴方に投票します。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に人外CO者に誘導している為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占いに誘導していない為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占いに誘導している為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占い師に人狼判定を出されていて、人狼判定を占いに出していない為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占い師に人狼判定を出されていて、人狼判定を非占いに出している為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占い師に人狼判定を出されていて、占いに誘導していない為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占い師に人狼判定を出されていて、占いに誘導している為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占い師に人狼判定を出されていて、非占いに投票していない為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に占い師に人狼判定を出されていて、非占いに投票している為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に誘導が多い為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に非占いに投票していない為です。	[Skip]
>>Agent[01] 貴方に投票します。何故ならば、1日目に非占いに投票している為です。	[Skip]
>>Agent[01] 貴方は何故彼を疑っていますか？	[Skip]
>>Agent[01] 貴方は誰を疑っていますか？	[Skip]
>>Agent[01] 飲みすぎは身体に悪いよ。	[Skip]
Agent[01]、儂を信じろ。	[Skip]
Agent[01]、私を信じて。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定だね…。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定ですね。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定ですね。把握しました。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定だね…。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定ですね。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定ですね。把握しました。	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定ね。	[Skip]
Agent[01]がAgent[01]に人狼判定だね…。	[Skip]
Agent[01]がAgent[01]に人狼判定ですね。	[Skip]
Agent[01]がAgent[01]に人狼判定ね。	[Skip]
Agent[01]がAgent[01]に人狼判定を出したのね。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定だね…。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定ですね。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定ですね。把握しました。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定を出したのね。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定だね…。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定ですね。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定ですね。把握しました。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定ね。	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定を出したのね。	[Skip]
Agent[01]がAgent[01]に人間判定だね…。	[Skip]
Agent[01]がAgent[01]に人間判定ですね。	[Skip]
Agent[01]がAgent[01]に人間判定ですね。把握しました。	[Skip]
Agent[01]がAgent[01]に人間判定ね。	[Skip]
Agent[01]がAgent[01]に人間判定を出したのね。	[Skip]
Agent[01]があやしいと思うから投票するぜ。	[Skip]
Agent[01]が人狼じゃな。	[DIVINED Agent[01] WEREWOLF]
Agent[01]が人狼だと思います。	[Skip]
Agent[01]が人狼だと思うから投票するぜ。	[Skip]
Agent[01]が人狼だと思うよ。	[Skip]
Agent[01]が人狼だと思っているよ。	[Skip]
Agent[01]が人狼だね。	[DIVINED Agent[01] WEREWOLF]
Agent[01]が人狼だよ。	[DIVINED Agent[01] WEREWOLF]
Agent[01]が人狼なのではないか？	[Skip]
Agent[01]が信じてくれません…。悲しいです。	[Skip]
Agent[01]が偽ですね。絶対に許しません。	[Skip]
Agent[01]が占い師COだね…。	[Skip]
Agent[01]が占い師COですね	[Skip]
Agent[01]が占い師COですね。	[Skip]
Agent[01]が占い師だと思います。	[Skip]
Agent[01]が対抗ですね	[Skip]
Agent[01]が対抗ですね。	[Skip]
Agent[01]が対抗ね。	[Skip]
Agent[01]が怪しい。	[Skip]
Agent[01]が怪しいですのよ。	[Skip]
Agent[01]が怪しいね。	[Skip]
Agent[01]が怪しいよ。	[Skip]
Agent[01]が怪しすぎるよ。	[Skip]
Agent[01]が死んでしまった……。	[Skip]
Agent[01]が死んでしまった。	[Skip]
Agent[01]が狂人だと思います。	[Skip]
Agent[01]が自称占い師じゃな。	[Skip]
Agent[01]が自称占い師で、Agent[01]がAgent[01]を黒と言っていて、Agent[01]が襲撃されたから、Agent[01]が人狼だと思うぜ。	[Skip]
Agent[01]が襲われてる！	[Skip]
Agent[01]が襲われてる！Agent[01]の占い結果は人狼でした！まだ人狼いるの！？Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人狼でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] WEREWOLF]
Agent[01]が襲われてる！Agent[01]の占い結果は人狼でした！まだ人狼いるの！？Agent[01]の占い結果は人狼でした！	[DIVINED Agent[01] WEREWOLF]
Agent[01]が襲われてる！まだ人狼いるの！？Agent[01]の占い結果は人狼でした！	[DIVINED Agent[01] WEREWOLF]
Agent[01]が襲われてる！まだ人狼いるの！？Agent[01]の占い結果は人狼でした！Agent[01]の占い結果は人狼でした！	[DIVINED Agent[01] WEREWOLF]
Agent[01]が襲われてる！まだ人狼いるの！？Agent[01]の占い結果は人間でした！	[DIVINED Agent[01] HUMAN]
Agent[01]が襲われてる！まだ人狼いるの！？Agent[01]の占い結果は人間でした！Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人間でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] HUMAN]
Agent[01]が襲撃されたから、Agent[01]かAgent[01]が人狼だと思うぜ。	[Skip]
Agent[01]が襲撃されたから、Agent[01]かAgent[01]が狂人だと思うぜ。	[Skip]
Agent[01]が襲撃されたから、Agent[01]が人狼だと思うぜ。	[Skip]
Agent[01]が襲撃されたから、Agent[01]が狂人だと思うぜ。	[Skip]
Agent[01]が追放されたね。Agent[01]が襲われてる！	[Skip]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]に対抗します！私が占い師です！	[COMINGOUT Agent[99] SEER]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]に対抗します！私が占い師です！Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人狼でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] WEREWOLF]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]に対抗します！私が占い師です！Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人間でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] HUMAN]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人狼でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] WEREWOLF]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人間でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] HUMAN]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]の占い結果は人狼でした！	[DIVINED Agent[01] WEREWOLF]
Agent[01]が追放されたね。Agent[01]が襲われてる！Agent[01]の占い結果は人間でした！	[DIVINED Agent[01] HUMAN]
Agent[01]が追放されたね。Agent[01]が襲われてる！まだ人狼いるの！？	[Skip]
Agent[01]が追放されたね。Agent[01]が襲われてる！まだ人狼いるの！？Agent[01]に対抗します！私が占い師です！Agent[01]の占い結果は人間でした！	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] HUMAN]
